443;492;560;665;704;740;780
0.009488204;0.008947299;0.008205533;0.004420595;0.004403535;0.003468042;0.003180356
0.009364019;0.00884231;0.008249028;0.004690247;0.00400097;0.003332058;0.002599926
0.009120655;0.008740597;0.008263065;0.004594535;0.004211828;0.002960879;0.003147124
0.009064576;0.009191408;0.00835936;0.004738091;0.003883607;0.003131646;0.002939041
0.009120371;0.009116616;0.008393358;0.004669549;0.004169341;0.003263107;0.003215842
0.008939587;0.008771603;0.008655315;0.004855213;0.003722851;0.002930788;0.003030381
0.009154085;0.009079476;0.008693951;0.005279732;0.004233912;0.003140421;0.003108489
0.009071641;0.009356614;0.008397028;0.005026582;0.004095051;0.003113429;0.003400871
0.009125287;0.009421217;0.008383786;0.005151605;0.004221827;0.003317842;0.003019136
0.009198223;0.009083552;0.008398147;0.005268714;0.004108768;0.002943177;0.002561732
0.009094735;0.008436549;0.0076261;0.004549346;0.004090649;0.003033977;0.002745305
0.009190629;0.008393128;0.008086328;0.004184237;0.004159941;0.003142824;0.003071869
0.00925365;0.008989922;0.008398203;0.005072306;0.004536017;0.003248731;0.003325336
0.009149967;0.008674168;0.00860529;0.004903483;0.003857411;0.003454071;0.003181333
0.009090853;0.008743983;0.008297695;0.00472845;0.003913775;0.003161533;0.003151103
0.009192399;0.009435101;0.00839793;0.004892421;0.004043304;0.003371438;0.002780084
0.00921362;0.009318641;0.007982505;0.004532707;0.003728085;0.003330187;0.003070717
0.009163535;0.009144611;0.008723652;0.004993331;0.004487054;0.003038454;0.003290677
0.009059964;0.008828828;0.007996116;0.004588459;0.004274662;0.002823198;0.002964742
0.009183956;0.008411378;0.008172265;0.004905933;0.004052183;0.002917245;0.003286735
0.008874037;0.009294264;0.008620812;0.004735228;0.004004172;0.003256084;0.003143529
0.008958612;0.009207123;0.00820639;0.004713245;0.004259559;0.003168047;0.003069469
0.008897108;0.008232643;0.008161961;0.004848281;0.004038859;0.003061894;0.003106998
0.00882343;0.00943752;0.007954425;0.004735906;0.004237202;0.003064727;0.002998209
0.008886656;0.008284192;0.007910574;0.004561766;0.004380031;0.003170737;0.003106341
0.008796751;0.008458384;0.007559028;0.004336591;0.004151823;0.003208273;0.002840714
0.009209454;0.009136312;0.007910822;0.005112148;0.004379937;0.003437937;0.00281483
0.009126516;0.008845659;0.007880497;0.004898171;0.004124496;0.003487475;0.002925113
0.009043797;0.008507984;0.008072732;0.004999209;0.004141146;0.003537179;0.003399424
0.009107018;0.009057717;0.008562696;0.005021939;0.003973228;0.003375665;0.003179897
0.009253594;0.009661584;0.008637931;0.005061631;0.004410351;0.003432145;0.003068195
0.00933772;0.008959487;0.008446023;0.005236116;0.004665744;0.00315287;0.003212318
0.009067754;0.008582702;0.00743591;0.004600728;0.003904035;0.002884022;0.002816462
0.009160599;0.009073877;0.008413406;0.00467128;0.004018627;0.003422773;0.002866422
0.0090902;0.009271637;0.008267197;0.004949532;0.003977952;0.002919379;0.003143555
0.009123776;0.008347975;0.008281999;0.004365017;0.003826678;0.003151653;0.002816235
0.009207837;0.008875643;0.008134191;0.005208176;0.003809938;0.003331246;0.003069611
0.009229374;0.008901214;0.008253001;0.004573142;0.00415536;0.003366426;0.003069232
0.009188389;0.009181785;0.007614684;0.00458446;0.004046982;0.003525025;0.003215475
0.00902236;0.008600385;0.008488985;0.00431448;0.003730362;0.003127102;0.002708663
0.00914796;0.009273239;0.008267182;0.004674364;0.004404583;0.002880311;0.002815638
0.009243865;0.009229817;0.008326823;0.004781217;0.004318361;0.0031804;0.003251493
0.009286162;0.008382389;0.008297499;0.004809498;0.004310051;0.00309792;0.002923092
0.009328598;0.009001316;0.008045725;0.004719751;0.003835513;0.003206795;0.002922359
0.009367922;0.008895424;0.007987505;0.004916817;0.003923021;0.003110121;0.002956294
0.009222871;0.00881251;0.007467434;0.004287149;0.003835548;0.003321221;0.002813051
0.009244341;0.009169332;0.008209299;0.004714287;0.004103289;0.003624266;0.003140166
0.009438704;0.008623843;0.007778757;0.004641101;0.004262804;0.003168229;0.003213194
0.009293499;0.008587921;0.008104031;0.004640754;0.003942134;0.002844069;0.003142705
0.009252775;0.009010055;0.007821607;0.00469125;0.004222422;0.003538278;0.003106922
0.008935041;0.008741313;0.007984006;0.004679948;0.003777014;0.003055385;0.002926733
0.009019459;0.008843266;0.008014092;0.004736363;0.004032399;0.002852656;0.002888986
0.009208116;0.008788488;0.00823795;0.004922279;0.004344734;0.003285796;0.002995061
0.00889935;0.008785386;0.007599917;0.004382711;0.004120022;0.003291344;0.003577997
0.008837935;0.009229764;0.008489915;0.00487168;0.004132692;0.003261557;0.003251442
0.009026108;0.009600618;0.008046207;0.004782403;0.004289749;0.003694718;0.003357588
0.009286194;0.008626356;0.008090604;0.004760141;0.003913821;0.003665089;0.003067467
